,리뷰,별점,리뷰자 평균 평점,리뷰자 누적 리뷰 개수,영업 시간,이미지url,가게명,가게 주소,메뉴,카카오 url,업종
16,아구찜을 본격적으로 먹기전부터 배가찢어지기 시작해서 아구찜을 다 먹을 때면 배가 터져서 나온다(?) 정말 푸짐하고 음식이 깔끔하다. 양념에 기름향이 짙은것이 조금 아쉽다.,4,4.3,627,수~일 11:30 ~ 20:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1357662125BE42AB8973B286710D8A4E',로망스아구찜,울산 울주군 삼동면 대암둔기로 193 1층 (우)44958,전통 생 아귀찜(큰小) 전통 생 아구찜(큰中) 순살 생 아구찜(큰小) 순살 생 아구찜 (큰中),https://place.map.kakao.com/1817592562,한식
17,맛과 서비스가대만족입니다.한달에 네번 가야 한 듯,5,4.2,5,수~일 11:30 ~ 20:30,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F1357662125BE42AB8973B286710D8A4E',로망스아구찜,울산 울주군 삼동면 대암둔기로 193 1층 (우)44958,전통 생 아귀찜(큰小) 전통 생 아구찜(큰中) 순살 생 아구찜(큰小) 순살 생 아구찜 (큰中),https://place.map.kakao.com/1817592562,한식
0,,5,5.0,2,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
1,타지에 있을 때 울산 맛집보다 항상 생각났던 갓매쉬예요 울산가면 꼭 필수 코스로 가야되는 곳👍 사진엔 없지만 베이글도 너무 맛있어요 🧡 사장님도 너무 친절하시고 맛도 와 흑임자 외에도 핸드드립도 너무 맛남 🥰,5,4.7,22,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
2,맛있는건 인정하겠는데…..커피숍에도 주문마감이 있어요? 그러면 공지를 해두셔야죠. 제가 못본건지..,3,1.7,3,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
3,블랙빈라떼 맛있음. 주말엔 만석이라 앉아서 먹고가기 힘들다,4,4.0,30,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
4,"친구 왈, 블랙빈라떼 울산에서 최고로 맛있는 곳이라기에 갔더니 바로 납득됨. 양이 좀 적은 편이라 어쩔 땐 두 잔 시키게 되긴한데 너무 맛있쨔나…",5,4.1,19,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
5,너무..너무 맛있어요...블랙빈라때도 맛있구 오늘의 커피도 너무맛있어요,5,5.0,6,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
6,"크림이 신기할 정도로 맛있음. 묵직, 고소, 신선한 느낌!",5,4.0,26,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
7,블랙빈라떼 짱맛,5,4.6,144,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
8,맛은 있으나 여자 사장 굉장히 불친절함,1,2.0,4,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
9,맛은있어요. 진짜 근데 계산전에 메뉴 바꾼다고 대놓고 한숨쉬는건 너무한거 아닌가요? 아메리카노 한잔을 카페라떼로 바꾸는데 그게 힘든가요? 너무 대놓고 한숨셔서 무안했네요. 맛은 있어서 2점드립니다.,2,4.2,48,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
10,라떼 넘 맛있어요,5,3.6,150,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
11,베이글을 못 먹은게 아쉬운 세번째 방문.,5,3.9,37,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
12,원두가 변한듯해요...다시 돌아오시기를...,3,3.9,65,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
13,,5,5.0,6,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
14,오래오래 자주 마시고 싶은 커피에요~,5,5.0,1,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
15,맛있어요! 자리가 부족한게 장점이자 단점ㅎ,5,3.6,24,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
16,최애 카페...S2 울산에서 스매쉬를 모를 수 없습니다... 진짜 칭찬하기도 입 아플 정도,5,5.0,7,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
17,울산 최고의 까페!,5,3.8,25,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
18,"울산에서, 아니 전국에서 애정 하는 카페중 한 곳이라고 말할 수 있을 것 같다. 사장님의 친절함과 손님을 아끼는 마음, 커피 한 잔이라도 허투루 내보내는 일이 없으며 커피에 대한 열정과 그 모습을 보고 있으면 덩달아 에너지를 얻고 가는 공간인 것 같다. 맛은 말할 것이 없다. 앉은 자리에서 블랙빈라떼를 두 잔이나 연속으로 비웠으니",5,4.5,46,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
19,사장님 매우 친절 커피 매우 맛있 의자 매우 불편 인스타 느낌 낭낭  사장님이 커피 설명해주셔서 더 맛있게 마실수있었어욥 손님이 많아서 약간 오래 걸리긴 하지만 모두 안내해주시고 양해도 구하셔서 좋았어요,5,4.1,10,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
20,"맛있어요. 사장님의 고심과 정성이 커피에 그대로 담긴거 같아요. 정말, 정말 맛있었어요.",5,2.5,350,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
21,"울산 탑3 카페중 한곳입니다미기커피, 시그너스커피바, 스매쉬커피울산 최고의 드립커피를 경험해보시길",5,3.9,235,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
22,"카페 분위기, 커피 다 좋았습니다. 하우스 커피 좋네요",5,4.2,224,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
23,음료 메뉴는 6개?정도로 심플하지만 시킨 메뉴 다 맛있었어요! 블랙빈라떼와 바나나 모두 독특한 메뉴였는데 정말 진짜 맛있어었어요!!!!! 살면서 먹어본 커피 중에 손에 꼽을 정도로 맛있었고 사장님도 너무 친절하셔요ㅜㅜbb,5,4.3,14,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
24,커피 음료 디저트 다 맛있네요 ㅎㅎ 사장님도 굉장히 친절하시고 정말 자주 오고싶은곳이에요,5,3.9,60,매일 12:00 ~ 18:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFCAB3D0E1F2E42F9AEB36F6FA7E5DC03',스매쉬커피,울산 중구 내황2길 26 (우)44505,BLACK COFFEE Cafe latte Black bean latte Pineapple Matcha Pound,https://place.map.kakao.com/767930068,카페
0,내맛집🫶🏻♥️,5,3.9,87,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
1,금천면관 보기만했지 와보진 않았는데 마침 울산 놀러왔다가 방문하게됬는데 정말 너무 맛있더라구요!!! 직원분들도 너무 친절하심~~맛잇게 먹구갑니다!,5,5.0,63,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
2,울산여행은 태어나서 처음인 사람입니다. 지인 추천으로 금천면관 방문했는데 공항과의 거리도 가까워서 참 좋았어요! 3대 짬뽕답게 국물만 먹어봐도 어떤 느낌인지 알 것 같아요. 근처에 살지않는게 안타까울 정도입니다ㅠㅠ번창하세요!,5,5.0,95,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
3,괜찮네요. 짜장은 주류가 아닌듯하고 짬뽕은 내용물도 풍성하고 굉장히 맛났어요!,4,3.5,11,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
4,중식을 먹고 한번도 신선하다는 생각을 해본적이 없는데 밑반찬부터 요리까지 굉장히 신선했고 직원분들도 친절하시고 인테리어도 깔끔합니다간짜장에 밥을 호로로로로로로로로록 비벼 먹고 다이어트 결심한지 한시간만에 실패했습니다...,5,4.3,12,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
5,,4,4.0,1,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
6,우리 동네지만 밑반찬으로 나오는 피클과 단무지 피클등이 다른 중국집과 다르고 계속해서 먹게 됩니다. 그리고 음식도 깔끔합니다.,4,4.0,2,매일 10:00 ~ 19:20,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F595DAFEC362444DF922D04E63D0D57BC',금천면관,울산 중구 병영로 44 1층 (우)44488,짬뽕 삼선짬뽕 짜장면 탕수육 (소) 냉밀면,https://place.map.kakao.com/1431589711,중국요리
0,몸보신으로 너무 좋습니다.,5,5.0,1,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7D90EE93927D43B295CBFBBF91BC0075',정답해신탕,울산 남구 삼산로9번길 19 (우)44677,해신탕백숙 (2-3인용) 해신탕백숙 (3-4인용) 헛개백숙 (2-3인용) (점심메뉴) 전복버터구이 새우버터구이,https://place.map.kakao.com/1208249055,한정식
1,정말최악입니다. 비싼만큼 맛은 있어야하는데 이건뭐.. 국물도 무슨 한약을 살짝 데친 물을 쓰는지 아주 맑고 얕은맛밖에 안나고 해신탕이라해서 문어를 한 마리 통으로 올려주는데 그걸 왜 도로 가져가시는지...??;; 가져가서는 문어 양의 1/10도 안되게 썰어서 오네요 ㅋㅋ 줬다 뺏을거면 아예 주질말든가..,1,1.5,8,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7D90EE93927D43B295CBFBBF91BC0075',정답해신탕,울산 남구 삼산로9번길 19 (우)44677,해신탕백숙 (2-3인용) 해신탕백숙 (3-4인용) 헛개백숙 (2-3인용) (점심메뉴) 전복버터구이 새우버터구이,https://place.map.kakao.com/1208249055,한정식
2,,4,4.0,536,월~토 12:00 ~ 22:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7D90EE93927D43B295CBFBBF91BC0075',정답해신탕,울산 남구 삼산로9번길 19 (우)44677,해신탕백숙 (2-3인용) 해신탕백숙 (3-4인용) 헛개백숙 (2-3인용) (점심메뉴) 전복버터구이 새우버터구이,https://place.map.kakao.com/1208249055,한정식
0,,5,5.0,3,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
1,"12월 14일 대영교회 청녕부에서 여기 카페를 빌리고 이벤트 하시면서 길거리에서 음료 무료, 보드게임 무료로 할 수 있다고 홍보를 해서 저 포함 6명이서 왔는데 음료가 맛있었어요 이 카페에서 파는 음료인지 모르겠지만 무슨 로즈였는데 그 차가 개인적으로 맛있었어요 교회에서 나온 여러 사람들이 노래와 악기를 연주하셨는데 차 마시고 보드게임 하면서 귀호강했어요 교회에서 나오신 분들이 보드게임 룰을 설명해주시고 저희를 살갑게 대해주셨어요 딱 이 날에 발견해서 1시간 정도 있었는데 오늘 운이 좋네요",5,5.0,1,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
2,"핸드드립 예가체프 맛있고, 조용하고 뷰도 좋아요",5,5.0,1,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
3,1층 2층 카페고 3층 이상은 요금을 내고 대관할 수 있는듯함. 전체적으로 깔끔한 분위기에 2층은 노키즈존이라 아이들 목소리가 너무 커서 카페가기 두려운 사람들도 안심하고 와도 될 듯. 도로쪽 벽이 통유리로 뚫려있어 채광이 잘 듬. 채광이 잘 든단 뜻은 사진찍기 좋다는 것. 예쁘게 나옴.커피는 안마셔봐서 모르겠으나 원두를 직접 팔기도 하고 사가는 사람들이 제법 있는걸로 보아 맛있을 듯.갈 때 마다 아이스크림 크로플을 항상 시키는데 가격대는 좀 있는 편이지만 쫀득한 크로플이 계속 생각나는 맛. 아이스크림 위에 올라가는 치즈? 같은게 있는데 정확히는 모르겠음. 아이스크림과 같이 먹으면 단짠 조합이라 아주 맛있다.아쉬운점이 있다면 크로플이 생각보다 미지근함. 따끈하게 나오는건 기대하면 안될 듯. 일부러 아이스크림이랑 먹을 때 금방 녹지 말라고 의도한 것 같기도 함.개인적으로 공부하기 좋은 카페.혼자와도 창쪽 일자 테이블에 붙어서 공부하면 따뜻하고 기분 좋음.참고로 2층 테이블의 소파는 보기에 편하지만 쿠션 내부 스프링? 이 좀 느껴지는 편이라 신경쓰인다면 의자가 있는 테이블로 앉는걸 추천함.,4,3.7,14,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
4,,4,4.0,5,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
5,,3,3.0,21,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
6,깔루아밀크 어쩌구 케이크 평타자몽차 맛있다좌석 편안하다,3,3.6,123,,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A8E3B61252436981014EA55F779B64',숨,울산 중구 중앙길 152 (우)44530,에스프레소 (HOT) 에스프레소 룽고 (HOT) 에스프레소 리스트레또 (HOT) 에스프레소 도피오 (HOT) 에스프레소 콘파나 (HOT) 에스프레소 마끼아또 (HOT) 카페사이공 (HOT) 카페사이공 (ICE) 사이공라떼 (ICE) 케멕스 (HOT) 케멕스 (ICE) 사이폰 (HOT) 아메리카노 (HOT) 아메리카노 (ICE) 카페라떼 (HOT) 카페라떼 (ICE) 바닐라라떼 (HOT) 바닐라라떼 (ICE) 카라멜마끼아또 (HOT) 카라멜마끼아또 (ICE),https://place.map.kakao.com/15741984,카페
0,들어가는 입구가 좀 좁은게 단점이라면 단점인데 밥 도 밥이고 찬들도 맛있어요!다음에는 오리불고기도 먹어보고싶어요!,5,3.6,22,매일 10:30 ~ 21:00,'//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F196F5C494F70185729',보리밥,울산 울주군 청량읍 대복동천로 808-16 (우)44964,보리밥 짚불곰장어 소금구이 양념곰장어 생오리불고기,https://place.map.kakao.com/16256125,한식
